,sdg 1,sdg 2,sdg 3,sdg 4,sdg 5,sdg 6,sdg 7,sdg 8,sdg 9,sdg 10,sdg 11,sdg 12,sdg 13,sdg 14,sdg 15,sdg 16,sdg 17,risk tag,P1,N1,P2,N2,P3,N3,P1_adjusted,N1_adjusted,P2_adjusted,N2_adjusted,P3_adjusted,N3_adjusted
user1806,0.5,0.75,0.0,1.0,0.5,0.5,1.0,0.0,0.5,0.0,0.5,0.25,0.5,0.75,0.25,0.0,0.0,1.0,NH투자증권,HL홀딩스,삼성생명,SK스퀘어,아시아나항공,한세실업,코오롱글로벌,SK스퀘어,삼성화재,콜마홀딩스,교보증권,한진칼
user1807,0.75,0.5,1.0,1.0,0.0,0.75,0.0,0.0,0.75,0.5,1.0,0.0,0.5,0.25,1.0,0.75,0.75,2.0,삼성증권,HD현대중공업,우리금융지주,두산퓨얼셀,SK텔레콤,한화손해보험,한화생명,한화손해보험,유한양행,두산퓨얼셀,롯데이노베이트,OCI 홀딩스
user1808,0.25,1.0,1.0,0.75,0.5,1.0,0.75,0.0,1.0,0.0,0.75,0.25,1.0,0.75,1.0,0.75,0.5,0.0,카카오,애경산업,한화생명,현대엘리베이터,한화시스템,미스토홀딩스,카카오,애경산업,삼성중공업,현대엘리베이터,일동제약,하나투어
user1809,1.0,0.25,0.5,0.25,0.0,1.0,0.5,0.0,1.0,1.0,0.75,0.25,1.0,0.75,0.25,0.25,1.0,2.0,삼성증권,한화손해보험,SK텔레콤,SK스퀘어,NH투자증권,두산퓨얼셀,LG디스플레이,애경케미칼,삼성화재,두산,KB금융,한화손해보험
user1810,1.0,0.75,0.0,0.25,0.25,0.5,1.0,1.0,0.25,0.0,0.25,0.25,1.0,0.0,1.0,0.75,0.0,1.0,우리금융지주,HD현대중공업,기업은행,미스토홀딩스,메리츠금융지주,HL홀딩스,이마트,현대엘리베이터,현대위아,애경산업,롯데이노베이트,애경케미칼
user1811,0.75,0.5,0.0,0.25,0.25,0.25,0.5,0.75,0.0,0.0,0.75,0.5,0.25,0.25,0.0,1.0,1.0,2.0,현대엘리베이터,HD현대중공업,삼성증권,현대제철,대한항공,DS단석,한샘,OCI 홀딩스,LX세미콘,애경케미칼,LG디스플레이,DS단석
user1812,0.5,0.25,0.25,0.25,1.0,0.0,1.0,0.25,0.25,1.0,1.0,1.0,0.25,0.5,0.25,0.0,0.25,2.0,NH투자증권,HD현대중공업,삼성증권,SK스퀘어,아시아나항공,SKC,JB금융지주,애경케미칼,대웅제약,SKC,삼성전기,콜마홀딩스
user1813,0.0,0.0,0.5,0.75,0.25,0.5,0.75,1.0,0.5,0.25,0.75,0.0,0.0,0.25,0.25,0.0,0.0,2.0,삼성증권,HD현대중공업,NH투자증권,SK스퀘어,애경산업,HD현대건설기계,기업은행,SK스퀘어,LG전자,콜마홀딩스,GS리테일,한화손해보험
user1814,1.0,0.75,0.75,0.0,0.75,0.25,0.75,0.5,0.25,0.25,0.0,1.0,0.5,0.75,1.0,0.0,0.25,0.0,두산에너빌리티,애경산업,BGF리테일,현대엘리베이터,KCC,HL홀딩스,한화손해보험,현대엘리베이터,삼성중공업,애경산업,HD현대일렉트릭,롯데렌탈
user1815,0.0,0.0,1.0,0.75,0.5,0.25,0.5,0.5,0.25,0.0,0.5,0.5,0.75,0.25,0.0,1.0,0.5,1.0,넷마블,HD현대중공업,삼성증권,DS단석,메리츠금융지주,현대제철,LX세미콘,OCI 홀딩스,코오롱인더,현대오토에버,상상인증권,애경산업
user1816,0.75,0.0,0.0,0.0,0.75,0.25,0.75,1.0,0.75,1.0,1.0,0.75,1.0,0.75,0.25,0.0,0.25,2.0,삼성증권,SK스퀘어,우리금융지주,애경케미칼,SK텔레콤,한화에어로스페이스,JB금융지주,애경케미칼,KB금융,콜마홀딩스,SK네트웍스,OCI 홀딩스
user1817,0.5,0.25,0.0,0.5,0.5,1.0,1.0,0.75,1.0,0.25,1.0,1.0,0.0,0.75,0.5,0.25,0.5,2.0,SK텔레콤,SK스퀘어,GS리테일,HD현대중공업,우리금융지주,한화손해보험,교보증권,SK스퀘어,현대모비스,콜마홀딩스,코오롱글로벌,한온시스템
user1818,1.0,1.0,0.25,0.5,0.5,0.75,0.5,0.25,1.0,0.25,0.25,0.25,0.25,0.5,0.75,0.0,1.0,0.0,현대오토에버,애경산업,미래에셋증권,현대엘리베이터,한미글로벌,HL홀딩스,한미글로벌,애경산업,포스코퓨처엠,현대엘리베이터,LG이노텍,SK디앤디
user1819,0.25,0.0,0.75,0.25,0.75,1.0,0.75,0.75,0.5,0.25,0.75,0.25,1.0,0.5,0.5,0.75,0.0,1.0,삼성생명,HD현대중공업,우리금융지주,미스토홀딩스,하나금융지주,HL홀딩스,삼성생명,애경산업,한화생명,현대엘리베이터,현대비앤지스틸,현대오토에버
user1820,0.5,0.75,0.75,0.25,0.0,0.0,1.0,0.25,0.0,0.5,1.0,0.25,0.0,0.0,0.0,0.25,0.0,2.0,NH투자증권,HD현대중공업,현대엘리베이터,한화손해보험,삼성증권,SK스퀘어,LG전자,HD현대중공업,한일시멘트,SK스퀘어,신한지주,현대오토에버
user1821,0.75,0.25,0.5,0.5,0.75,0.75,0.5,1.0,0.0,0.5,0.25,0.5,0.0,0.25,1.0,1.0,0.5,0.0,현대오토에버,애경산업,지역난방공사,현대엘리베이터,한전KPS,HD현대중공업,지역난방공사,애경산업,HD현대일렉트릭,현대엘리베이터,한화에어로스페이스,LX하우시스
user1822,0.0,0.75,0.25,0.25,0.0,0.25,0.25,0.0,0.5,1.0,0.0,0.0,0.0,0.5,1.0,0.25,0.0,1.0,NH투자증권,한세실업,우리금융지주,미스토홀딩스,롯데웰푸드,HL홀딩스,NH투자증권,카카오페이,S-OIL,신세계 I&C,롯데웰푸드,SK바이오팜
user1823,0.0,0.75,0.25,0.25,0.25,1.0,0.25,0.75,0.75,0.0,0.25,1.0,1.0,0.5,0.0,0.25,1.0,2.0,현대엘리베이터,한화손해보험,애경산업,HD현대중공업,대한항공,카카오,동원산업,OCI 홀딩스,롯데이노베이트,카카오페이,오뚜기,현대오토에버
user1824,0.75,0.0,0.75,0.0,0.25,0.5,0.25,0.75,0.0,1.0,0.5,0.25,1.0,0.5,0.5,0.0,1.0,1.0,우리금융지주,LX세미콘,대한항공,엘앤에프,세방전지,두산퓨얼셀,세아베스틸지주,애경케미칼,삼성화재,두산,LG디스플레이,한미글로벌
user1825,1.0,0.0,1.0,0.75,0.5,1.0,0.5,0.75,0.0,0.0,0.5,0.25,1.0,0.0,0.75,0.75,1.0,0.0,상상인증권,애경산업,다올투자증권,현대엘리베이터,KB금융,HD현대중공업,지역난방공사,애경산업,LG이노텍,현대엘리베이터,롯데케미칼,LX하우시스
user1826,1.0,1.0,0.25,0.75,0.0,0.5,0.25,0.25,0.5,0.0,0.5,0.5,0.25,0.5,0.75,0.75,0.0,1.0,우리금융지주,한화손해보험,SK텔레콤,HD현대중공업,BGF리테일,애경산업,이마트,애경산업,롯데이노베이트,현대엘리베이터,삼성화재,상상인증권
user1827,0.5,0.75,0.75,0.5,0.0,0.0,0.25,0.75,0.75,0.75,0.25,0.5,0.0,0.75,0.25,0.5,0.5,1.0,삼성증권,한화손해보험,NH투자증권,애경산업,SK텔레콤,엘앤에프,삼성화재,애경산업,롯데이노베이트,SK바이오팜,KCC,한화손해보험
user1828,0.25,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.75,0.5,0.0,0.5,0.5,0.75,0.0,1.0,삼성증권,HD현대중공업,하나금융지주,애경산업,한국금융지주,엘앤에프,KCC,애경산업,한전KPS,현대엘리베이터,포스코홀딩스,애경케미칼
user1829,0.0,0.5,1.0,1.0,0.5,0.25,0.5,0.5,0.75,0.25,0.25,0.5,1.0,1.0,0.75,0.25,0.5,2.0,아시아나항공,SK스퀘어,SK텔레콤,엘앤에프,삼성증권,두산퓨얼셀,현대모비스,카카오페이,코오롱ENP,OCI 홀딩스,삼성화재,SK바이오팜
user1830,0.5,1.0,0.25,1.0,0.75,0.75,0.75,0.75,0.75,0.75,0.25,0.5,0.5,1.0,0.75,1.0,0.75,1.0,NH투자증권,애경산업,JB금융지주,현대엘리베이터,KB금융,미스토홀딩스,롯데이노베이트,애경산업,현대위아,현대엘리베이터,삼성화재,SK디앤디
user1831,0.5,0.5,0.75,1.0,0.25,0.25,0.25,0.0,0.75,1.0,0.75,0.0,0.25,1.0,0.0,0.75,0.5,2.0,삼성증권,엘앤에프,NH투자증권,두산퓨얼셀,JB금융지주,한화솔루션,삼성화재,OCI 홀딩스,NH투자증권,SK바이오팜,삼성증권,두산
user1832,1.0,0.5,0.5,0.75,1.0,0.5,0.75,1.0,0.5,0.75,0.25,0.25,0.0,0.75,0.25,1.0,1.0,2.0,삼성증권,HD현대중공업,NH투자증권,DS단석,BNK금융,엘앤에프,한전KPS,OCI 홀딩스,롯데이노베이트,DS단석,KB금융,SK바이오팜
user1833,1.0,0.25,0.75,0.75,0.5,0.5,0.5,0.25,0.5,1.0,0.25,0.0,0.0,0.5,0.25,0.5,1.0,2.0,삼성증권,HD현대중공업,NH투자증권,엘앤에프,대한항공,두산퓨얼셀,OCI,SK바이오팜,S-OIL,DS단석,삼성화재,두산
user1834,0.0,0.0,0.25,0.5,0.75,0.0,0.0,0.0,1.0,0.0,0.75,0.5,0.0,0.5,0.25,0.5,0.0,1.0,삼성증권,OCI 홀딩스,SK텔레콤,HD현대중공업,한국금융지주,한일단조,교보증권,OCI 홀딩스,한국금융지주,콜마홀딩스,삼성전기,현대오토에버
user1835,0.75,0.75,0.0,0.5,0.75,0.0,0.75,0.5,0.25,0.5,0.75,0.75,0.75,0.0,0.75,0.0,0.75,0.0,현대오토에버,애경산업,미래에셋증권,현대엘리베이터,KB금융,HD현대중공업,한화,애경산업,두산에너빌리티,현대엘리베이터,한화투자증권,롯데렌탈
user1836,0.25,0.0,0.75,0.5,0.75,0.25,0.25,0.75,0.25,1.0,0.75,1.0,0.0,0.5,0.5,1.0,0.5,2.0,삼성증권,HD현대중공업,우리금융지주,한일단조,하나금융지주,한화솔루션,대웅제약,OCI 홀딩스,삼성전기,한일단조,OCI,엘앤에프
user1837,1.0,0.25,1.0,0.5,1.0,0.25,0.25,0.5,0.5,0.0,0.75,0.5,0.0,0.5,0.75,0.0,1.0,0.0,현대오토에버,애경산업,KB금융,현대엘리베이터,넷마블,미스토홀딩스,LS ELCTRIC,애경산업,LG이노텍,현대엘리베이터,다올투자증권,미스토홀딩스
user1838,0.75,0.25,0.75,1.0,1.0,0.75,0.25,0.0,0.25,1.0,0.25,0.25,1.0,0.25,0.5,0.25,0.25,1.0,삼성증권,HD현대중공업,NH투자증권,미스토홀딩스,KB금융,HL홀딩스,대웅제약,현대엘리베이터,영원무역,애경산업,KB금융,두산
user1839,0.5,0.75,0.25,0.0,0.75,0.5,0.75,0.5,0.75,0.75,0.75,0.75,0.5,0.25,0.5,0.75,0.5,0.0,한화투자증권,애경산업,미래에셋증권,현대엘리베이터,JB금융지주,HD현대중공업,한화투자증권,애경산업,두산에너빌리티,현대엘리베이터,한국가스공사,하이트진로
user1840,0.5,0.25,0.0,0.5,1.0,0.75,0.75,0.75,1.0,0.25,0.75,0.0,0.25,0.0,0.5,0.0,0.25,1.0,삼성증권,HD현대중공업,KB금융,HL홀딩스,NH투자증권,SK스퀘어,KCC,SK스퀘어,한전KPS,애경산업,교보증권,HD현대중공업
user1841,0.0,0.0,0.5,0.5,0.5,0.25,0.5,0.0,0.5,1.0,0.0,0.0,0.75,0.5,0.25,0.75,0.25,2.0,삼성증권,HD현대중공업,NH투자증권,엘앤에프,현대엘리베이터,LG에너지솔루션,보령,카카오페이,코오롱ENP,한진칼,iM금융지주,OCI 홀딩스
user1842,0.75,0.5,0.0,0.75,0.75,0.25,0.75,0.75,1.0,1.0,0.25,1.0,0.0,0.25,0.75,0.5,0.25,1.0,NH투자증권,HD현대중공업,현대오토에버,애경산업,롯데웰푸드,현대엘리베이터,한전KPS,애경산업,HL만도,현대엘리베이터,삼성전기,SK디앤디
user1843,0.0,0.75,1.0,0.75,0.5,0.75,0.25,1.0,0.0,0.5,0.25,1.0,0.25,0.75,0.0,0.0,0.5,1.0,삼양홀딩스,SK스퀘어,한독,SK디앤디,롯데웰푸드,LX세미콘,세아베스틸지주,애경산업,롯데이노베이트,현대엘리베이터,S-OIL,한일단조
user1844,0.75,0.25,0.75,0.5,1.0,0.25,0.25,1.0,0.25,0.25,1.0,1.0,0.0,1.0,0.75,0.25,0.5,0.0,현대오토에버,애경산업,KCC,현대엘리베이터,유한양행,롯데렌탈,LS ELCTRIC,애경산업,롯데케미칼,현대엘리베이터,LG에너지솔루션,하이트진로
user1845,0.25,0.0,0.0,0.0,0.5,1.0,0.5,0.0,0.5,0.75,1.0,0.75,0.25,0.75,0.0,0.5,0.5,0.0,현대로템,애경산업,HDC현대산업개발,현대엘리베이터,KCC,기업은행,현대로템,애경산업,HDC현대산업개발,현대엘리베이터,한화투자증권,하이트진로
user1846,0.0,0.0,1.0,0.25,0.0,0.5,0.25,1.0,1.0,1.0,0.25,1.0,0.25,0.25,1.0,0.75,0.0,1.0,SK텔레콤,HD현대중공업,KT,한화손해보험,우리금융지주,애경산업,삼성전자,애경산업,현대모비스,현대엘리베이터,현대위아,한화손해보험
user1847,1.0,0.0,0.75,0.5,0.0,0.75,0.75,1.0,0.75,0.75,1.0,1.0,0.5,0.0,0.25,0.75,0.0,2.0,삼성증권,HD현대중공업,SK텔레콤,한화손해보험,GS리테일,삼성중공업,JB금융지주,한화손해보험,에스엘,HD현대중공업,한화생명,OCI 홀딩스
user1848,0.0,0.25,1.0,0.25,1.0,1.0,0.25,0.25,1.0,0.75,0.75,1.0,0.0,0.25,0.75,0.0,1.0,2.0,삼성증권,HD현대중공업,넷마블,SK스퀘어,대한항공,한일단조,대웅제약,HD현대중공업,영원무역,한일단조,넷마블,현대오토에버
user1849,0.5,0.25,0.25,0.0,0.5,1.0,0.0,0.5,0.75,0.5,0.75,0.75,1.0,0.75,0.75,0.25,0.0,2.0,우리금융지주,한세실업,SK텔레콤,LX세미콘,삼성증권,상상인증권,롯데웰푸드,애경케미칼,우리금융지주,한미글로벌,한국금융지주,현대오토에버
user1850,0.0,0.0,1.0,0.0,0.5,0.75,0.75,0.0,1.0,0.5,0.0,0.0,1.0,1.0,0.75,0.25,1.0,0.0,한화,애경산업,한화생명,현대엘리베이터,삼성화재,미스토홀딩스,삼성중공업,애경산업,한화,현대엘리베이터,현대제철,SK디앤디
user1851,0.25,0.25,0.75,0.25,0.5,0.75,0.0,1.0,0.0,1.0,0.25,0.5,0.25,0.5,0.0,0.0,0.5,0.0,세방전지,애경산업,상상인증권,현대엘리베이터,대웅제약,SK디앤디,상상인증권,애경산업,한온시스템,현대엘리베이터,현대제철,한샘
user1852,0.75,1.0,1.0,1.0,0.75,0.75,0.25,1.0,1.0,0.5,0.0,0.0,0.5,0.75,0.5,1.0,0.5,1.0,삼성증권,미스토홀딩스,JB금융지주,애경산업,하나금융지주,SK디앤디,롯데이노베이트,애경산업,삼성화재,SK디앤디,KCC,현대엘리베이터
user1853,0.75,0.75,1.0,0.75,0.5,0.0,0.75,0.0,0.25,0.5,0.0,0.75,0.25,0.5,0.25,0.25,0.25,1.0,넷마블,HD현대중공업,NH투자증권,SK스퀘어,세방전지,애경산업,삼성화재,애경산업,HL만도,현대엘리베이터,S-OIL,SK디앤디
user1854,0.0,0.0,0.75,0.0,0.5,0.0,0.5,0.75,0.5,0.75,0.25,0.5,0.25,0.5,0.0,0.25,0.75,2.0,삼성증권,HD현대중공업,대한항공,애경케미칼,현대엘리베이터,한화솔루션,대한항공,애경케미칼,LG생활건강,OCI 홀딩스,제주항공,콜마홀딩스
user1855,0.75,0.25,0.25,0.25,0.25,1.0,0.75,0.25,0.5,0.5,0.5,0.25,1.0,0.25,0.5,0.0,0.5,2.0,애경산업,HD현대중공업,NH투자증권,SK스퀘어,삼성증권,신세계 I&C,SK텔레콤,애경케미칼,KB금융,신세계 I&C,코오롱ENP,두산
user1856,1.0,1.0,0.5,0.0,0.75,0.75,1.0,0.5,0.0,1.0,0.75,1.0,0.0,0.5,0.5,0.25,1.0,1.0,세방전지,애경산업,롯데웰푸드,HD현대중공업,NH투자증권,현대엘리베이터,롯데이노베이트,애경산업,세아베스틸지주,현대엘리베이터,한전KPS,애경케미칼
user1857,0.0,0.0,0.25,1.0,0.0,0.5,0.0,0.25,0.5,0.0,0.25,0.5,0.0,0.5,0.75,0.25,0.0,1.0,삼양홀딩스,한화손해보험,삼양사,한세실업,한국타이어앤테크놀로지,카카오페이,현대모비스,한일단조,고려아연,한화손해보험,교보증권,카카오페이
user1858,0.5,0.75,0.0,0.25,1.0,0.25,0.25,0.75,0.5,0.25,0.75,0.0,0.75,0.25,1.0,0.75,1.0,2.0,삼성증권,HD현대중공업,우리금융지주,두산퓨얼셀,BNK금융,애경케미칼,KB금융,애경케미칼,롯데이노베이트,OCI 홀딩스,한국금융지주,SK바이오팜
user1859,0.0,0.0,1.0,0.25,1.0,0.75,0.5,0.0,0.0,0.75,0.0,0.0,0.25,1.0,0.75,0.75,0.75,0.0,S-OIL,애경산업,삼성화재,현대엘리베이터,한화,미스토홀딩스,콜마홀딩스,애경산업,LG이노텍,현대엘리베이터,한국가스공사,SK디앤디
user1860,0.5,0.25,0.5,0.5,1.0,1.0,0.75,1.0,1.0,0.75,1.0,0.0,0.0,0.5,0.0,0.25,0.0,2.0,삼성증권,HD현대중공업,NH투자증권,SK스퀘어,JB금융지주,엘앤에프,KCC,SK스퀘어,JB금융지주,두산,롯데웰푸드,애경케미칼
user1861,1.0,0.75,0.0,0.75,0.75,0.25,1.0,1.0,1.0,0.0,0.5,0.75,0.5,0.5,0.25,0.5,0.75,2.0,삼성증권,HD현대중공업,NH투자증권,현대제철,SK텔레콤,SKC,교보증권,OCI 홀딩스,KB금융,콜마홀딩스,롯데이노베이트,SK바이오팜
user1862,0.0,0.75,0.75,0.0,0.75,0.5,0.25,0.5,0.5,0.25,0.75,0.75,0.25,0.5,0.75,0.5,0.5,0.0,현대로템,애경산업,유한양행,현대엘리베이터,LS ELCTRIC,HD현대중공업,일동제약,애경산업,LS ELCTRIC,현대엘리베이터,신세계 I&C,하이트진로
user1863,1.0,1.0,0.25,0.75,1.0,0.0,0.5,0.75,0.0,0.25,0.75,1.0,1.0,0.75,0.0,0.0,1.0,2.0,삼성증권,SK스퀘어,대한항공,SKC,NH투자증권,HD현대중공업,KB금융,OCI 홀딩스,두산밥캣,콜마홀딩스,세아베스틸지주,DS단석
user1864,0.75,0.0,0.0,0.0,1.0,0.75,1.0,0.0,0.75,1.0,0.5,0.75,0.75,0.0,0.5,0.25,0.0,2.0,아시아나항공,HD현대중공업,NH투자증권,상상인증권,삼성증권,SK스퀘어,KB금융,애경케미칼,영원무역,카카오,JB금융지주,상상인증권
user1865,0.5,1.0,0.0,0.25,0.75,0.25,0.0,0.0,0.0,1.0,0.5,1.0,0.75,0.25,1.0,0.25,0.0,2.0,롯데웰푸드,HD현대중공업,우리금융지주,상상인증권,삼양사,신세계 I&C,대웅제약,신세계 I&C,삼성바이오로직스,다올투자증권,NH투자증권,애경케미칼
user1866,1.0,0.5,0.5,0.5,1.0,0.25,1.0,1.0,0.75,0.0,0.0,0.0,0.75,0.25,1.0,0.0,0.25,0.0,한미글로벌,현대엘리베이터,미래에셋증권,애경산업,KB금융,HL홀딩스,한화손해보험,현대엘리베이터,한화,애경산업,두산에너빌리티,HL홀딩스
user1867,0.25,1.0,0.0,0.5,1.0,1.0,1.0,0.75,0.0,0.0,0.5,0.5,0.5,0.0,0.75,0.25,0.0,0.0,한화,애경산업,한화투자증권,현대엘리베이터,두산에너빌리티,HD현대중공업,두산에너빌리티,현대엘리베이터,한화손해보험,애경산업,한화,롯데렌탈
user1868,1.0,0.25,0.25,0.5,1.0,1.0,0.0,0.75,0.75,1.0,1.0,0.75,0.75,0.25,1.0,1.0,1.0,2.0,삼성증권,HD현대중공업,우리금융지주,두산퓨얼셀,JB금융지주,한일단조,세아베스틸지주,OCI 홀딩스,KB금융,애경케미칼,JB금융지주,두산퓨얼셀
user1869,1.0,0.75,1.0,0.75,0.25,0.0,1.0,0.5,1.0,0.25,0.25,1.0,0.5,0.75,0.25,0.75,0.5,0.0,현대오토에버,애경산업,한미글로벌,현대엘리베이터,KT,한화손해보험,한미글로벌,애경산업,에코프로머티,현대엘리베이터,엘앤에프,하나투어
user1870,1.0,0.5,0.0,0.75,1.0,1.0,0.0,1.0,0.25,1.0,0.75,1.0,0.25,0.75,0.75,0.0,0.75,0.0,현대오토에버,애경산업,KCC,현대엘리베이터,세방전지,롯데렌탈,현대오토에버,애경산업,한온시스템,현대엘리베이터,삼성SDI,롯데렌탈
user1871,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.25,0.5,0.0,0.0,0.75,0.25,0.75,1.0,0.0,1.0,메리츠금융지주,두산퓨얼셀,BNK금융,미스토홀딩스,하나금융지주,HD현대중공업,롯데이노베이트,다올투자증권,오뚜기,애경케미칼,코오롱ENP,카카오페이
user1872,1.0,0.75,1.0,0.5,0.0,1.0,0.5,0.0,0.0,0.25,0.25,0.5,0.5,1.0,1.0,0.75,0.75,0.0,S-OIL,애경산업,현대로템,현대엘리베이터,현대제철,미스토홀딩스,콜마홀딩스,애경산업,삼성중공업,현대엘리베이터,LG이노텍,삼성증권
user1873,1.0,0.25,0.5,0.75,0.25,1.0,0.25,0.0,0.25,1.0,0.25,0.25,1.0,0.0,0.0,1.0,0.25,2.0,삼성증권,HD현대중공업,현대엘리베이터,DS단석,NH투자증권,한화손해보험,LG디스플레이,OCI 홀딩스,OCI,DS단석,KB금융,두산
user1874,0.0,0.5,0.75,0.75,0.0,0.25,0.75,0.75,0.75,0.25,1.0,0.0,1.0,1.0,0.75,0.5,0.25,1.0,삼성생명,미스토홀딩스,SK텔레콤,HL홀딩스,우리금융지주,한화손해보험,삼성생명,애경산업,KCC,현대엘리베이터,한화생명,미스토홀딩스
user1875,0.5,0.0,0.25,0.75,0.5,0.5,0.5,0.0,1.0,1.0,0.25,0.25,0.75,0.0,0.0,1.0,0.0,0.0,한화투자증권,애경산업,JB금융지주,HD현대중공업,다올투자증권,현대엘리베이터,한화투자증권,애경산업,한국가스공사,현대엘리베이터,한화시스템,삼양사
user1876,0.5,1.0,0.75,0.25,0.0,0.75,0.5,1.0,0.75,0.0,0.25,0.75,0.75,0.75,0.25,0.25,0.25,1.0,롯데웰푸드,한화손해보험,SK텔레콤,LX세미콘,하이트진로,SK스퀘어,롯데이노베이트,애경산업,동원산업,현대엘리베이터,삼성화재,한화손해보험
user1877,0.75,0.0,1.0,0.25,0.5,0.25,0.5,0.75,0.0,0.5,0.0,0.0,0.75,0.5,0.75,0.25,0.25,0.0,세방전지,애경산업,한화생명,현대엘리베이터,S-OIL,미스토홀딩스,한국가스공사,현대엘리베이터,한화,애경산업,LG이노텍,SK디앤디
user1878,0.5,0.0,1.0,0.25,0.75,0.0,0.75,0.25,0.25,0.5,0.0,0.0,0.75,0.25,0.5,0.75,0.75,0.0,한화투자증권,애경산업,한화생명,현대엘리베이터,KB금융,미스토홀딩스,한국가스공사,애경산업,지역난방공사,현대엘리베이터,LG이노텍,SK디앤디
user1879,0.75,1.0,0.75,0.25,0.25,1.0,0.5,0.5,1.0,0.25,0.25,0.0,0.0,0.75,0.5,0.25,0.25,1.0,롯데웰푸드,HL홀딩스,우리금융지주,미스토홀딩스,NH투자증권,한세실업,삼성화재,SK디앤디,롯데이노베이트,애경산업,롯데웰푸드,현대엘리베이터
user1880,0.75,0.0,0.75,1.0,0.5,0.5,0.5,0.0,0.75,0.25,0.5,0.0,1.0,0.25,0.0,0.75,1.0,1.0,삼성증권,HD현대중공업,JB금융지주,DS단석,KB금융,LG에너지솔루션,한화생명,OCI 홀딩스,LX세미콘,두산,코오롱인더,애경산업
user1881,0.5,0.0,1.0,0.25,0.25,0.75,0.25,0.0,0.75,0.25,1.0,0.0,1.0,0.75,0.25,0.5,1.0,1.0,삼성생명,미스토홀딩스,SK텔레콤,엘앤에프,삼성증권,두산퓨얼셀,한화생명,현대오토에버,삼성생명,두산,코오롱인더,OCI 홀딩스
user1882,0.0,1.0,0.5,1.0,0.25,0.75,1.0,0.25,0.0,0.25,0.5,0.75,0.5,1.0,0.5,0.75,1.0,1.0,하이트진로,애경산업,NH투자증권,한화손해보험,대한항공,현대엘리베이터,동원산업,애경산업,롯데이노베이트,현대엘리베이터,HL만도,세방전지
user1883,1.0,0.25,0.25,0.75,0.5,0.5,0.75,0.75,1.0,0.25,0.75,0.25,1.0,0.0,0.75,0.0,1.0,1.0,SK텔레콤,HD현대중공업,삼성증권,SK스퀘어,삼성생명,HL홀딩스,KCC,애경산업,KB금융,현대엘리베이터,한화생명,SK바이오팜
user1884,1.0,1.0,0.75,0.5,0.25,1.0,0.5,1.0,0.75,0.75,0.25,0.5,0.5,0.75,0.75,0.0,0.25,1.0,세방전지,HL홀딩스,롯데웰푸드,한세실업,KCC,LX세미콘,삼성화재,애경산업,롯데이노베이트,현대엘리베이터,KCC,SK디앤디
user1885,0.0,0.5,0.75,0.25,0.75,0.0,1.0,0.75,0.75,0.75,0.25,1.0,0.75,0.0,1.0,0.75,0.25,1.0,SK텔레콤,HD현대중공업,롯데웰푸드,애경산업,LG유플러스,현대엘리베이터,삼성전자,애경산업,현대모비스,현대엘리베이터,HL만도,하이트진로
